TIME,01/09/18,02/09/18,03/09/18,04/09/18,05/09/18,06/09/18,07/09/18,08/09/18,09/09/18,10/09/18,11/09/18,12/09/18,13/09/18,14/09/18,15/09/18,16/09/18,17/09/18,18/09/18,19/09/18,20/09/18,21/09/18,22/09/18,23/09/18,24/09/18,25/09/18,26/09/18,27/09/18,28/09/18,29/09/18,30/09/18,,Modal Day,,,Minutes,Hours
12:00,golf,shopping,food,phd work,phd work,travel,family time,food,tv,travel,phd work,phd work,phd work,phd work,projects,travel,phd work,phd work,phd work,phd work,shopping,sleep,hygiene,travel,phd work,phd work,phd work,phd work,food,reading,,phd work,,,,
12:20,golf,travel,soc rel,phd work,phd work,travel,family time,family time,food,phd work,food,food,phd work,phd work,food,travel,phd work,phd work,phd work,phd work,food,soc rel,food,shopping,phd work,food,phd work,food,housework,food,,phd work,,,,
12:40,golf,food,soc rel,food,food,travel,family time,family time,food,phd work,soc rel,soc rel,food,food,soc rel,travel,phd work,phd work,phd work,phd work,soc rel,soc rel,tv,food,food,soc rel,phd work,soc rel,soc rel,family time,,soc rel,,,,
13:00,golf,food,phd admin,soc rel,soc rel,family time,family time,family time,tv,shopping,soc rel,soc rel,soc rel,soc rel,soc rel,travel,phd work,phd work,phd work,phd work,soc rel,travel,tv,soc rel,soc rel,soc rel,phd work,soc rel,tv,family time,,soc rel,,,,
13:20,golf,housework,phd admin,soc rel,soc rel,food,family time,travel,tv,food,phd work,phd admin,soc rel,soc rel,phd work,travel,phd work,food,phd work,phd work,soc rel,food,projects,soc rel,soc rel,phd work,phd work,phd work,soc rel,family time,,soc rel,,,,
13:40,golf,relaxing,phd work,phd work,phd work,food,family time,travel,tv,relaxing,phd work,phd admin,phd work,phd work,soc rel,travel,food,food,food,phd work,soc rel,food,relaxing,phd admin,phd work,phd work,food,phd work,soc rel,family time,,phd work,,,,
14:00,golf,food,phd work,phd work,phd work,family time,family time,travel,qt,phd work,phd work,phd work,phd work,phd work,shopping,food,food,soc rel,food,food,soc rel,food,video games,phd admin,phd work,phd admin,tv,phd work,soc rel,family time,,phd work,,,,
14:20,golf,food,phd work,phd work,phd work,family time,family time,travel,qt,phd work,phd work,phd work,phd work,phd work,shopping,phd work,soc rel,soc rel,soc rel,soc rel,phd admin,soc rel,video games,relaxing,phd work,phd admin,phd work,phd work,travel,family time,,phd work,,,,
14:40,golf,food,phd work,phd work,phd work,travel,family time,travel,qt,phd work,phd work,phd work,phd work,phd work,soc rel,phd work,soc rel,phd work,soc rel,soc rel,phd admin,board games,video games,phd admin,phd work,phd admin,phd work,relaxing,travel,family time,,phd work,,,,
15:00,golf,food,phd work,soc rel,phd work,travel,family time,travel,hygiene,phd admin,phd work,phd work,phd work,phd work,travel,phd work,phd work,phd work,phd work,travel,soc rec,board games,video games,soc rec,soc rec,phd admin,phd work,phd work,travel,life admin,,phd work,,,,
15:20,golf,tv,phd work,soc rel,phd work,travel,family time,travel,soc rel,phd admin,phd work,phd work,phd work,phd work,food,reading,phd work,phd work,phd work,misc recreation,soc rec,board games,video games,soc rec,soc rec,phd admin,phd work,phd work,housework,family time,,phd work,,,,
15:40,golf,tv,phd work,phd work,phd work,qt,family time,shopping,board games,phd admin,phd work,phd work,phd work,phd work,soc rel,reading,phd work,phd work,phd work,misc recreation,soc rec,board games,video games,phd admin,phd work,phd admin,phd work,phd work,relaxing,family time,,phd work,,,,
16:00,soc rec,qt,phd work,phd work,phd work,qt,food,shopping,board games,phd admin,phd work,phd work,soc rec,phd work,travel,travel,soc rel,soc rel,phd work,misc recreation,soc rec,board games,video games,shopping,phd work,phd work,soc rec,phd work,life admin,family time,,phd work,,,,
16:20,soc rec,soc rec,phd work,phd work,phd work,qt,food,travel,board games,phd admin,relaxing,phd work,soc rec,phd work,shopping,travel,soc rel,soc rel,soc rel,misc recreation,soc rec,board games,video games,shopping,phd work,phd work,soc rec,phd work,life admin,reading,,phd work,,,,
16:40,travel,soc rec,phd work,phd work,phd work,qt,food,life admin,board games,phd work,phd work,phd work,travel,phd work,phd work,travel,phd work,phd work,phd work,travel,travel,board games,video games,travel,phd work,tv,soc rec,phd work,life admin,reading,,phd work,,,,
17:00,travel,soc rec,travel,phd work,phd work,qt,family time,relaxing,life admin,phd work,phd work,phd work,soc rel,soc rel,phd work,travel,phd work,phd work,phd work,misc recreation,soc rec,board games,video games,life admin,relaxing,phd work,soc rec,soc rec,relaxing,family time,,phd work,,,,
17:20,travel,soc rec,life admin,phd work,phd work,qt,family time,food,food,phd work,phd work,tv,board games,food,phd work,travel,phd work,phd work,phd work,misc recreation,travel,board games,video games,life admin,phd work,phd work,soc rec,soc rec,tv,housework,,phd work,,,,
17:40,hygiene,soc rec,exercise,phd work,phd work,qt,family time,food,food,phd work,phd work,phd work,board games,board games,phd work,travel,phd work,phd work,phd work,misc recreation,shopping,board games,video games,exercise,phd work,phd work,soc rel,food,tv,family time,,phd work,,,,
18:00,projects,soc rec,exercise,phd work,phd work,qt,family time,food,travel,phd work,tv,phd work,board games,board games,phd work,travel,phd work,phd work,phd work,travel,food,board games,video games,shopping,food,travel,tv,soc rec,housework,food,,phd work,,,,
18:20,relaxing,soc rec,exercise,phd work,travel,qt,family time,tv,travel,phd work,phd work,phd work,board games,board games,phd work,travel,phd work,travel,phd work,travel,soc rec,board games,projects,hygiene,soc rec,travel,tv,soc rec,housework,food,,phd work,,,,
18:40,housework,soc rec,housework,soc rel,travel,qt,family time,relaxing,travel,shopping,soc rel,phd work,board games,travel,phd work,travel,travel,travel,travel,travel,soc rec,board games,food,soc rel,soc rec,soc rec,tv,soc rec,housework,family time,,travel,,,,
19:00,housework,soc rec,hygiene,food,soc rec,qt,family time,travel,travel,travel,shopping,phd work,life admin,phd work,phd work,travel,travel,travel,travel,travel,soc rec,board games,food,soc rel,soc rec,soc rec,tv,board games,housework,travel,,travel,,,,
19:20,food,food,food,soc rel,soc rec,qt,family time,soc rel,travel,housework,travel,phd work,life admin,phd work,phd work,travel,travel,relaxing,relaxing,travel,board games,board games,soc rel,soc rel,soc rec,soc rec,soc rel,board games,food,travel,,travel,,,,
19:40,relaxing,food,food,travel,soc rec,qt,family time,soc rec,travel,food,food,phd work,food,phd work,phd work,travel,Misc Recreation,travel,relaxing,food,board games,board games,soc rel,soc rel,soc rec,soc rec,shopping,board games,food,travel,,food,,,,
20:00,food,soc rec,relaxing,phd work,soc rec,travel,family time,soc rec,travel,food,food,tv,food,phd work,life admin,travel,Misc Recreation,travel,travel,reading,board games,board games,soc rel,food,soc rec,food,travel,board games,family time,soc rel,,food,,,,
20:20,food,soc rec,food,tv,soc rec,travel,family time,soc rec,travel,food,food,phd work,soc rel,phd work,travel,travel,soc rel,travel,soc rec,reading,board games,travel,family time,food,soc rec,soc rec,housework,travel,family time,soc rel,,travel,,,,
20:40,soc rel,soc rec,soc rel,phd work,food,qt,family time,soc rec,travel,soc rel,tv,phd work,board games,phd work,food,travel,soc rel,soc rec,soc rec,reading,board games,travel,family time,soc rec,soc rec,food,food,relaxing,family time,video games,,soc rec,,,,
21:00,soc rel,soc rec,food,travel,food,food,family time,soc rec,travel,housework,housework,phd work,board games,phd work,qt,travel,food,soc rec,food,reading,board games,soc rel,tv,soc rec,soc rec,food,soc rel,life admin,family time,video games,,food,,,,
21:20,qt,soc rec,housework,soc rel,food,food,family time,travel,housework,housework,tv,travel,board games,travel,qt,travel,food,food,soc rec,reading,board games,food,tv,relaxing,travel,soc rec,soc rel,tv,family time,video games,,food,,,,
21:40,qt,soc rec,housework,food,travel,qt,family time,soc rel,housework,life admin,projects,soc rel,board games,phd work,qt,travel,food,soc rec,food,reading,board games,food,housework,tv,video games,travel,relaxing,tv,family time,video games,,food,,,,
22:00,qt,soc rec,relaxing,life admin,travel,travel,family time,soc rec,projects,life admin,video games,food,soc rel,phd work,food,travel,soc rel,soc rec,soc rec,reading,board games,food,relaxing,tv,video games,soc rel,tv,tv,family time,video games,,soc rec,,,,
22:20,qt,soc rec,video games,life admin,travel,travel,family time,soc rec,projects,video games,video games,food,housework,soc rel,housework,travel,soc rec,soc rec,food,travel,board games,soc rel,relaxing,tv,video games,soc rel,tv,relaxing,family time,relaxing,,soc rec,,,,
22:40,qt,soc rec,video games,life admin,travel,qt,family time,soc rec,projects,video games,tv,projects,relaxing,projects,life admin,shopping,soc rec,travel,soc rec,travel,soc rel,housework,reading,relaxing,video games,soc rel,tv,relaxing,hygiene,life admin,,soc rec,,,,
23:00,qt,hygiene,video games,hygiene,family time,qt,travel,soc rec,projects,tv,tv,relaxing,projects,relaxing,life admin,food,soc rec,travel,food,travel,soc rel,soc rel,reading,relaxing,video games,soc rel,tv,relaxing,reading,projects,,relaxing,,,,
23:20,qt,soc rel,relaxing,life admin,family time,qt,travel,soc rec,projects,tv,relaxing,relaxing,projects,relaxing,tv,tv,travel,hygiene,soc rec,travel,soc rel,life admin,qt,tv,relaxing,housework,tv,relaxing,reading,projects,,relaxing,,,,
23:40,qt,housework,relaxing,projects,relaxing,qt,qt,soc rec,projects,reading,relaxing,relaxing,reading,relaxing,life admin,tv,hygiene,qt,travel,travel,soc rel,life admin,reading,relaxing,relaxing,projects,tv,reading,reading,projects,,relaxing,,,,
